control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,class_size,control_wikied,indiv_group1,indiv_group2,indiv_group,group_recheck
Cmrwdb,483,Cmrwdb483,1,2,11,-247.6363636,0,0,0,11,0,0,78,1,1,1,1,1
Cpc7c9,483,Cpc7c9483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
DanielleKoerner,483,DanielleKoerner483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
DarviaOkoroigwe,483,DarviaOkoroigwe483,1,2,1,466,0,0,0,0,1,0,78,1,1,1,1,1
Dr.Panda08,483,Dr.Panda08483,1,2,3,-644.6666667,0,0,0,3,0,0,78,1,1,1,1,1
Drsybf,483,Drsybf483,1,1,4,612.75,0,0,0,4,0,0,78,1,1,1,1,1
Dwghx8,483,Dwghx8483,1,2,23,382.5217391,0,0,0,23,0,0,78,1,1,1,1,1
Elicutshall,483,Elicutshall483,1,0,2,98.5,0,0,0,2,0,0,78,1,1,1,1,1
Elizabeth Okafor,483,Elizabeth Okafor483,1,2,6,280,0,0,0,6,0,0,78,1,1,1,1,1
Elizabethpeter978,483,Elizabethpeter978483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
EmilyRife,483,EmilyRife483,1,2,4,2487.75,0,0,0,4,0,0,78,1,1,1,-1,-1
Fascqf,483,Fascqf483,1,1,3,10.66666667,0,0,0,1,0,0,78,1,1,1,1,1
Fp9r6,483,Fp9r6483,1,2,7,478.1428571,0,0,0,7,0,0,78,1,1,1,1,1
Gmk625,483,Gmk625483,1,1,1,6,0,0,0,1,0,0,78,1,1,1,1,1
Gor4kd,483,Gor4kd483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,-1,-1
Gtromines,483,Gtromines483,1,237,7,-205.4285714,894.5,2,0,5,0,1,78,1,1,1,1,1
GusScott,483,GusScott483,1,68,10,399.5,-5,1,1,6,0,1,78,1,1,1,1,1
Haleysands,483,Haleysands483,1,2,21,139.7619048,0,0,0,15,3,0,78,1,1,1,1,1
Hannahcig,483,Hannahcig483,1,2,2,516.5,0,0,0,2,0,0,78,1,1,1,1,1
Ic32,483,Ic32483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Igvgy5,483,Igvgy5483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Ipsa c,483,Ipsa c483,1,2,4,811.5,0,0,0,4,0,0,78,1,1,1,1,1
Jndzp5,483,Jndzp5483,1,2,16,197.625,0,0,0,16,0,0,78,1,1,1,1,1
Jok352,483,Jok352483,1,1,1,2898,0,0,0,1,0,0,78,1,1,1,1,1
Jwhd58,483,Jwhd58483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Kabg2,483,Kabg2483,0,751,8,144.625,0,0,0,6,1,0,78,1,1,1,1,1
Katecoates13,483,Katecoates13483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
KatieWilhelmus,483,KatieWilhelmus483,1,2,1,19,0,0,0,1,0,0,78,1,1,1,1,1
Keddh8,483,Keddh8483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Kenya Smith,483,Kenya Smith483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
KevinLuber,483,KevinLuber483,1,2,2,1248,0,0,0,2,0,0,78,1,1,1,1,1
Kny1216,483,Kny1216483,1,2,19,244.2105263,0,0,0,19,0,0,78,1,1,1,1,1
Krsq5b,483,Krsq5b483,1,125,8,-193.25,1,1,0,7,0,1,78,1,1,1,1,1
Lrl437,483,Lrl437483,1,10,8,283.5,-143,4,0,0,4,1,78,1,1,1,1,1
LyndzieB,483,LyndzieB483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Marcus2405,483,Marcus2405483,1,1,5,542.8,0,0,0,5,0,0,78,1,1,1,1,1
Matandk,483,Matandk483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Matandk94,483,Matandk94483,1,2,6,-181,0,0,0,6,0,0,78,1,1,1,1,1
MayaHines,483,MayaHines483,1,2,17,82.88235294,0,0,0,17,0,0,78,1,1,1,1,1
MCC459,483,MCC459483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Mes455,483,Mes455483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Mgilden,483,Mgilden483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Mgrp73,483,Mgrp73483,1,10,13,400.2307692,0,0,0,0,13,0,78,1,1,1,1,1
Michaelaal,483,Michaelaal483,1,0,1,-58,0,0,0,1,0,0,78,1,1,1,1,1
Mirandakaster,483,Mirandakaster483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Mke7d7,483,Mke7d7483,1,1,6,264,0,0,0,6,0,0,78,1,1,1,1,1
Mmcfz5,483,Mmcfz5483,1,1,5,12.4,0,0,0,5,0,0,78,1,1,1,1,1
Mmh3k5,483,Mmh3k5483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
MollyPetrie,483,MollyPetrie483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Mstill,483,Mstill483,1,2,4,416.5,0,0,0,4,0,0,78,1,1,1,1,1
Mxc47,483,Mxc47483,1,2,3,1328.333333,0,0,0,3,0,0,78,1,1,1,1,1
Ozx97,483,Ozx97483,1,2,4,1144,0,0,0,4,0,0,78,1,1,1,1,1
Paigeha,483,Paigeha483,1,2,7,892.2857143,0,0,0,4,3,0,78,1,1,1,1,1
Paigeunderwood,483,Paigeunderwood483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Phaun,483,Phaun483,1,12,8,74.875,-12,1,0,7,0,1,78,1,1,1,1,1
Pvdvy7,483,Pvdvy7483,1,1,8,110.5,0,0,0,8,0,0,78,1,1,1,1,1
Rhrth9,483,Rhrth9483,1,2,6,394.8333333,0,0,0,5,0,0,78,1,1,1,1,1
Saq7v3,483,Saq7v3483,1,2,1,3952,0,0,0,1,0,0,78,1,1,1,1,1
Sarahsuzanne95,483,Sarahsuzanne95483,1,2,4,614,0,0,0,4,0,0,78,1,1,1,1,1
Schachts,483,Schachts483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Sjq94,483,Sjq94483,1,2,8,429.625,0,0,0,8,0,0,78,1,1,1,1,1
SRussell212,483,SRussell212483,1,0,1,0,0,0,0,0,0,0,78,1,1,1,1,1
Sumidhak,483,Sumidhak483,1,2,1,1,0,0,0,1,0,0,78,1,1,1,-1,-1
Vetvy4,483,Vetvy4483,1,1,1,80,0,0,0,1,0,0,78,1,1,1,1,1
Wcc7xf,483,Wcc7xf483,1,1,1,1287,0,0,0,1,0,0,78,1,1,1,1,1
Afternoondreamer,487,Afternoondreamer487,1,9,10,119.7,0,0,0,10,0,0,29,1,1,1,1,1
Ajc01036,487,Ajc01036487,1,6,3,935,0,0,0,3,0,0,29,1,1,1,1,1
Always learning1,487,Always learning1487,1,20,20,51.3,0,0,0,20,0,0,29,1,1,1,1,1
Babybluejay,487,Babybluejay487,1,4,4,-325.25,0,0,0,4,0,0,29,1,1,1,1,1
Begira12,487,Begira12487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
Belizwill354,487,Belizwill354487,1,5,1,-3257,0,0,0,1,0,0,29,1,1,1,1,1
BeornGThrasher,487,BeornGThrasher487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
Bluejay94,487,Bluejay94487,1,7,4,-39,0,0,0,4,0,0,29,1,1,1,1,1
ChosephChocifer,487,ChosephChocifer487,1,9,10,1487.5,0,0,0,1,0,0,29,1,1,1,1,1
CinderellaAriel12,487,CinderellaAriel12487,1,5,12,28.33333333,0,0,0,12,0,0,29,1,1,1,1,1
Cwilsonbahun,487,Cwilsonbahun487,1,9,1,-1436,0,0,0,1,0,0,29,1,1,1,1,1
Dreuu,487,Dreuu487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
ELA75808,487,ELA75808487,1,9,9,355,0,0,0,9,0,0,29,1,1,1,1,1
For.my.information,487,For.my.information487,1,9,10,161.6,0,0,0,10,0,0,29,1,1,1,1,1
Has84474,487,Has84474487,1,9,12,337.9166667,0,0,0,12,0,0,29,1,1,1,1,1
Human Capital 2016,487,Human Capital 2016487,1,8,7,453,0,0,0,7,0,0,29,1,1,1,1,1
Ihatesnow402,487,Ihatesnow402487,1,9,21,96.04761905,0,0,0,21,0,0,29,1,1,1,1,1
Jay4312,487,Jay4312487,1,9,2,1564,0,0,0,2,0,0,29,1,1,1,1,1
Jmutt18,487,Jmutt18487,1,8,9,234.5555556,0,0,0,9,0,0,29,1,1,1,1,1
Jschmaus,487,Jschmaus487,1,4,7,127,0,0,0,7,0,0,29,1,1,1,1,1
Jwilson808xo,487,Jwilson808xo487,1,9,17,147.4117647,0,0,0,17,0,0,29,1,1,1,1,1
Kbrown1396,487,Kbrown1396487,1,9,6,802.8333333,0,0,0,6,0,0,29,1,1,1,1,1
Khm23183,487,Khm23183487,1,10,1,2945,0,0,0,1,0,0,29,1,1,1,1,1
Madalineeck,487,Madalineeck487,1,8,30,104.2666667,0,0,0,30,0,0,29,1,1,1,1,1
MattSeikel,487,MattSeikel487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
Mnpackfn85,487,Mnpackfn85487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
Psychologysydney,487,Psychologysydney487,1,0,1,0,0,0,0,0,0,0,29,1,1,1,1,1
Seyer Lat,487,Seyer Lat487,1,9,2,709.5,0,0,0,2,0,0,29,1,1,1,1,1
ShortKort,487,ShortKort487,1,9,28,191.1785714,0,0,0,28,0,0,29,1,1,1,1,1
Jkidd93,490,Jkidd93490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Losgrinch30,490,Losgrinch30490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,-1,-1
Mcooper3,490,Mcooper3490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Mhunter2,490,Mhunter2490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
NealeyS,490,NealeyS490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,1,1
Tomoyuki6,490,Tomoyuki6490,1,0,1,0,0,0,0,0,0,0,6,1,1,1,-1,-1
Akm2173,493,Akm2173493,1,56,22,418.4090909,363.1764706,17,0,5,0,3,15,1,1,1,1,1
Amannavani,493,Amannavani493,1,3,40,339.6,133.8108108,37,0,3,0,1,15,1,1,1,1,1
Christopher Connors,493,Christopher Connors493,1,0,1,0,0,0,0,0,0,0,15,1,1,1,1,1
Crcarey,493,Crcarey493,0,981,202,280.3762376,284.4632353,136,7,59,0,38,15,1,1,1,1,1
Ianmckeachie,493,Ianmckeachie493,1,0,7,-1281.142857,-3229.333333,3,4,0,0,2,15,1,1,1,1,1
Jp-columbia,493,Jp-columbia493,1,117,30,479.8333333,479.8333333,30,0,0,0,6,15,1,1,1,1,1
Kdion,493,Kdion493,1,114,1,-2,-2,1,0,0,0,1,15,1,1,1,-1,-1
Kevinmccarthy25,493,Kevinmccarthy25493,1,3,49,257.3877551,0.184210526,38,1,9,1,1,15,1,1,1,1,1
Mfekade1366,493,Mfekade1366493,1,4,21,788.3333333,855.4210526,19,2,0,0,1,15,1,1,1,1,1
Michaelaelan,493,Michaelaelan493,1,2,20,422,422,20,0,0,0,1,15,1,1,1,1,1
Saw2188,493,Saw2188493,1,3,196,-1.831632653,109.5546875,128,41,25,2,21,15,1,1,1,1,1
Shenqiu92,493,Shenqiu92493,1,3,28,370.6785714,370.6785714,28,0,0,0,1,15,1,1,1,1,1
Shreyadhital,493,Shreyadhital493,1,3,71,5.14084507,3.2,70,1,0,0,1,15,1,1,1,1,1
Vivianliu94,493,Vivianliu94493,1,394,87,324.7701149,511.0294118,34,4,48,0,9,15,1,1,1,1,1
Alankiangucsf,494,Alankiangucsf494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Annak.med,494,Annak.med494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Bangabullet90,494,Bangabullet90494,1,1,2,726.5,-1,1,1,0,0,1,15,1,1,1,-1,-1
Elyse_young,494,Elyse_young494,1,343,84,98.51190476,0,0,3,61,10,0,15,1,1,1,1,1
Glam316,494,Glam316494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Jerome.chelliah,494,Jerome.chelliah494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Johnpaul.farala,494,Johnpaul.farala494,1,0,1,840,840,1,0,0,0,1,15,1,1,1,-1,-1
Jrh334,494,Jrh334494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Kiyannamw,494,Kiyannamw494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Mihir_joshi18,494,Mihir_joshi18494,1,243,2,21,0,0,0,2,0,0,15,1,1,1,1,1
Mike513us,494,Mike513us494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,1,1
Mschwarz6,494,Mschwarz6494,1,0,11,163.2727273,-22.22222222,9,2,0,0,1,15,1,1,1,1,1
Nbetenia,494,Nbetenia494,1,0,10,157,113.5714286,7,3,0,0,1,15,1,1,1,1,-1
Pavikavarma,494,Pavikavarma494,1,1,10,1071.4,1071.4,10,0,0,0,1,15,1,1,1,1,1
SaraUCSF,494,SaraUCSF494,1,233,9,148.4444444,0,0,0,5,4,0,15,1,1,1,1,1
VeronicaNicole88,494,VeronicaNicole88494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,1,1
WikiDS89,494,WikiDS89494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Yiciz89,494,Yiciz89494,1,0,1,0,0,0,0,0,0,0,15,1,1,1,-1,-1
Angela.wong20,501,Angela.wong20501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Ayromja,501,Ayromja501,1,0,1,61,0,0,0,1,0,0,18,1,1,1,1,1
Bliu512,501,Bliu512501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Changjames,501,Changjames501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Codyhsieh,501,Codyhsieh501,1,0,8,279.875,236.1666667,6,0,2,0,1,18,1,1,1,1,1
Djfregoso,501,Djfregoso501,1,0,9,-25.11111111,0,0,0,0,9,0,18,1,1,1,1,1
FarnazAhmed,501,FarnazAhmed501,1,0,2,4,0,0,0,2,0,0,18,1,1,1,1,1
Hannahriedy,501,Hannahriedy501,1,0,2,-9.5,0,0,0,2,0,0,18,1,1,1,1,1
Jcraig2016,501,Jcraig2016501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Jtechols96,501,Jtechols96501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Justinzh,501,Justinzh501,1,0,2,731,0,0,0,2,0,0,18,1,1,1,1,1
Mhayath,501,Mhayath501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Michaelmabdou,501,Michaelmabdou501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Nhingsavath,501,Nhingsavath501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Pnguyen4087,501,Pnguyen4087501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Rzhuge,501,Rzhuge501,1,0,1,768,0,0,0,1,0,0,18,1,1,1,1,1
Shilorigins,501,Shilorigins501,1,0,1,0,0,0,0,0,0,0,18,1,1,1,1,1
Zhaohanson1,501,Zhaohanson1501,1,73,2,-200,-389,1,0,1,0,1,18,1,1,1,1,1
Ajanae.evans,503,Ajanae.evans503,1,6,4,48,0,0,0,2,0,0,19,1,1,1,1,1
Aparicio2310,503,Aparicio2310503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Bfunes,503,Bfunes503,1,13,2,83.5,0,0,1,0,0,0,19,1,1,1,1,1
Dazsa0319,503,Dazsa0319503,1,13,6,117.6666667,373,1,1,2,0,1,19,1,1,1,1,1
Don Bev,503,Don Bev503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Jdelgado1024,503,Jdelgado1024503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Jeremylucky,503,Jeremylucky503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
JesseIV97,503,JesseIV97503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Jezreelpf23,503,Jezreelpf23503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Kamari7,503,Kamari7503,1,0,2,421,829,1,0,0,0,1,19,1,1,1,1,1
KyraWilliams,503,KyraWilliams503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Lmadanat1,503,Lmadanat1503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
OliLevine,503,OliLevine503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Pandaexpresslover1,503,Pandaexpresslover1503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Sabrina Douglas Barajas,503,Sabrina Douglas Barajas503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
ShomikaDutt,503,ShomikaDutt503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Simone0319,503,Simone0319503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Waicheng,503,Waicheng503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Yadiralv,503,Yadiralv503,1,0,1,0,0,0,0,0,0,0,19,1,1,1,-1,-1
Astarr1997,507,Astarr1997507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Emmabuggeln,507,Emmabuggeln507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
HintOfEquivalience,507,HintOfEquivalience507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Jovanicorrea,507,Jovanicorrea507,1,0,2,703,703,2,0,0,0,1,19,1,1,1,1,1
Jrutchik96,507,Jrutchik96507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Karammukhtar,507,Karammukhtar507,1,0,1,-7,-7,1,0,0,0,1,19,1,1,1,1,1
NikoV42,507,NikoV42507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Nitrann,507,Nitrann507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Parmis1995,507,Parmis1995507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Peterren1998,507,Peterren1998507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Pyroxylic,507,Pyroxylic507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Rauler07,507,Rauler07507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Rohanmt,507,Rohanmt507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Ryanl.berk,507,Ryanl.berk507,1,0,1,10,10,1,0,0,0,1,19,1,1,1,1,1
SarahZh0429,507,SarahZh0429507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Simster7,507,Simster7507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
Singhalmanu9,507,Singhalmanu9507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
SwethaRamesh,507,SwethaRamesh507,1,197,2,0,0,2,0,0,0,2,19,1,1,1,1,1
Yiuyiuchow,507,Yiuyiuchow507,1,0,1,0,0,0,0,0,0,0,19,1,1,1,1,1
A10630534,512,A10630534512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Abarrall,512,Abarrall512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Ahneechanges?,512,Ahneechanges?512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Alinster17,512,Alinster17512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Alr066,512,Alr066512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Amcgraw24,512,Amcgraw24512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Aniaraklian,512,Aniaraklian512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Aravedis,512,Aravedis512,1,184,60,282.4666667,712.1,10,10,35,1,3,120,1,1,1,1,1
Awj324,512,Awj324512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Bigshane17,512,Bigshane17512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
BluBolt,512,BluBolt512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Brittanyvr,512,Brittanyvr512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Bstocks,512,Bstocks512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
CalvinW1994,512,CalvinW1994512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Cameronhassibi,512,Cameronhassibi512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Cannyccl,512,Cannyccl512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Car24,512,Car24512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Cassidy Shapiro,512,Cassidy Shapiro512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
CbUSP101,512,CbUSP101512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Chhristtian,512,Chhristtian512,1,229,17,195.6470588,290,10,2,1,1,1,120,1,1,1,1,1
Ckcouzens,512,Ckcouzens512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Ckmarque,512,Ckmarque512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Corhux909,512,Corhux909512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
COtoUCSD,512,COtoUCSD512,1,79,1,273,273,1,0,0,0,1,120,1,1,1,-1,-1
CPoulsen,512,CPoulsen512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Daniel UCSD,512,Daniel UCSD512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Danielaaa12,512,Danielaaa12512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Daword95,512,Daword95512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Dianerrs,512,Dianerrs512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Dmia8,512,Dmia8512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
E1allen,512,E1allen512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Edeiotte,512,Edeiotte512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Edithare,512,Edithare512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Elisabethvillalta,512,Elisabethvillalta512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Eliyambl,512,Eliyambl512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Emeeker,512,Emeeker512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
ExpresMan,512,ExpresMan512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Fedegarb,512,Fedegarb512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Gennn 02,512,Gennn 02512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Gmschnei,512,Gmschnei512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
GoldenR14,512,GoldenR14512,1,2,1,-1,0,0,1,0,0,0,120,1,1,1,-1,-1
Halle.davis,512,Halle.davis512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Hcauffman,512,Hcauffman512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Itgonzal,512,Itgonzal512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Jdaguiso,512,Jdaguiso512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Jdelmer,512,Jdelmer512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Jdurkee,512,Jdurkee512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Jelanham,512,Jelanham512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
JerrrryD,512,JerrrryD512,1,727,7,397.4285714,0,0,0,7,0,0,120,1,1,1,-1,-1
Jessicasibal,512,Jessicasibal512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Jiangzhenzhen012,512,Jiangzhenzhen012512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Jordantoni UCSD,512,Jordantoni UCSD512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Jose carlos42,512,Jose carlos42512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Joseweymann,512,Joseweymann512,1,361,25,634.56,4571,2,0,20,1,1,120,1,1,1,1,1
Jovanna13,512,Jovanna13512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Jpg142zg,512,Jpg142zg512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Jseo1,512,Jseo1512,1,184,37,222.1351351,652.9166667,12,11,1,1,4,120,1,1,1,-1,-1
Jtang17,512,Jtang17512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Junghaeyun,512,Junghaeyun512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Justinelb,512,Justinelb512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Kabanach,512,Kabanach512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
KalebSkye,512,KalebSkye512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Karlaaa8a,512,Karlaaa8a512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Kepanian,512,Kepanian512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Kriidztofer,512,Kriidztofer512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Kwok Ting Yan,512,Kwok Ting Yan512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Kylemerker,512,Kylemerker512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
KyraAG326,512,KyraAG326512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Lamannie,512,Lamannie512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Lindsaybeatty,512,Lindsaybeatty512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Lyankee,512,Lyankee512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
M4andrews,512,M4andrews512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Masonthurmond,512,Masonthurmond512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Mcgalace,512,Mcgalace512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Meryssa.tran,512,Meryssa.tran512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Mikee8437,512,Mikee8437512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Mizeilleavina,512,Mizeilleavina512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Moonunit2000,512,Moonunit2000512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Namadaza,512,Namadaza512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Nikki.morgan,512,Nikki.morgan512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
Nlpotts,512,Nlpotts512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,-1,-1
Ohheythere,512,Ohheythere512,1,0,1,0,0,0,0,0,0,0,120,1,1,1,1,1
